No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,>2000 (2 bil)
3442,NMR,Nomura Holdings Inc. ADR,Financial,Capital Markets,Japan,20313.13,8.37,6.88,0.0147,377515,Yes
3444,NMRK,Newmark Group Inc,Real Estate,Real Estate Services,USA,2958.36,37.93,16.03,0.0038,1497839,Yes
3446,NN,NextNav Inc,Technology,Software - Infrastructure,USA,2069.37,,15.63,0.0077,1091835,Yes
3450,NNI,Nelnet Inc,Financial,Credit Services,USA,4573.74,24.22,125.81,0.0083,85000,Yes
3451,NNN,NNN REIT Inc,Real Estate,REIT - Retail,USA,7771.78,19.66,41.35,-0.015,1269614,Yes
3457,NOC,Northrop Grumman Corp,Industrials,Aerospace & Defense,USA,84376.29,21.67,589.29,-0.0011,992555,Yes
3458,NOG,Northern Oil and Gas Inc,Energy,Oil & Gas E&P,USA,2443.77,4.13,25.04,-0.0249,1517201,Yes
3459,NOK,Nokia Corp ADR,Technology,Communication Equipment,Finland,22161.85,21.47,4.12,0.0073,15149166,Yes
3460,NOMD,Nomad Foods Limited,Consumer Defensive,Packaged Foods,United Kingdom,2343.99,10.1,15.28,-0.0856,3567953,Yes
3463,NOV,NOV Inc,Energy,Oil & Gas Equipment & Services,USA,4441.52,9.83,11.96,-0.0221,3100113,Yes
3464,NOVT,Novanta Inc,Technology,Scientific & Technical Instruments,USA,4091.33,66.97,113.74,-0.0169,584151,Yes
3465,NOW,ServiceNow Inc,Technology,Software - Application,USA,189760.48,114.83,912.31,0.0079,1068562,Yes
3468,NPO,Enpro Inc,Industrials,Specialty Industrial Machinery,USA,4648.27,55.29,220.9,-0.0142,124155,Yes
3474,NRG,NRG Energy Inc,Utilities,Utilities - Independent Power Producers,USA,29045.02,62.94,148.56,-0.1361,9532996,Yes
3480,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,USA,4070.08,48.53,30.19,-0.0033,1496737,Yes
3481,NSC,Norfolk Southern Corp,Industrials,Railroads,USA,63481.06,19.12,282.95,0.011,2281346,Yes
3482,NSIT,Insight Enterprises Inc,Technology,Electronics & Computer Distribution,USA,3689.32,27.97,117.23,-0.0091,315984,Yes
3486,NTAP,Netapp Inc,Technology,Software - Infrastructure,USA,20676.22,18.19,103.33,0.0129,1630377,Yes
3489,NTES,NetEase Inc ADR,Communication Services,Electronic Gaming & Multimedia,China,83694.31,18.91,131.63,0.0026,717928,Yes
3492,NTNX,Nutanix Inc,Technology,Software - Infrastructure,USA,20293.46,108142.85,75.7,0.0327,1792195,Yes
3493,NTR,Nutrien Ltd,Basic Materials,Agricultural Inputs,Canada,28250.05,54.36,57.95,-0.02,3037148,Yes
3494,NTRA,Natera Inc,Healthcare,Diagnostics & Research,USA,18861.18,,138.13,-0.0142,2241830,Yes
3495,NTRS,Northern Trust Corp,Financial,Asset Management,USA,24032.29,14.77,125.67,-0.002,1135647,Yes
3499,NU,Nu Holdings Ltd,Financial,Banks - Regional,Cayman Islands,58884.01,27.8,12.22,0.0058,33112782,Yes
3500,NUE,Nucor Corp,Basic Materials,Steel,USA,31963.56,25.01,138.52,-0.0067,851970,Yes
3506,NUVL,Nuvalent Inc,Healthcare,Biotechnology,USA,5545.79,,77.23,-0.0177,409684,Yes
3511,NVDA,NVIDIA Corp,Technology,Semiconductors,USA,4377847.96,57.79,179.42,0.0065,137192265,Yes
3523,NVMI,Nova Ltd,Technology,Semiconductor Equipment & Materials,Israel,7576.69,39.12,257.71,-0.0219,401626,Yes
3525,NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,152754.98,13.46,45.38,-0.039,37438114,Yes
3528,NVS,Novartis AG ADR,Healthcare,Drug Manufacturers - General,Switzerland,215375.33,16.44,113.5,-0.0359,2016679,Yes
3529,NVST,Envista Holdings Corp,Healthcare,Medical Instruments & Supplies,USA,3275.44,62.89,19.71,-0.0179,2827257,Yes
3530,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,United Kingdom,14523.88,25.68,90.24,0.0057,1677296,Yes
3534,NWE,NorthWestern Energy Group Inc,Utilities,Utilities - Regulated Electric,USA,3380.32,14.99,55.06,0.0096,527158,Yes
3535,NWG,NatWest Group Plc ADR,Financial,Banks - Regional,United Kingdom,56985.72,9.13,14.1,0.005,2760711,Yes
3536,NWL,Newell Brands Inc,Consumer Defensive,Household & Personal Products,USA,2074.54,,4.95,-0.0332,6855286,Yes
3539,NWS,News Corp,Communication Services,Entertainment,USA,17572.75,16.33,33.91,0.0107,1234115,Yes
3540,NWSA,News Corp,Communication Services,Entertainment,USA,17469.29,14.17,29.43,0.0048,6538799,Yes
3544,NXE,NexGen Energy Ltd,Energy,Uranium,Canada,4050.35,,7.11,0.0245,7852526,Yes
3545,NXPI,NXP Semiconductors NV,Technology,Semiconductors,Netherlands,51915.44,24.55,205.92,-0.0122,2769588,Yes
3547,NXST,Nexstar Media Group Inc,Communication Services,Broadcasting,USA,5637.53,9.2,186.99,-0.0013,381006,Yes
3548,NXT,Nextracker Inc,Technology,Solar,USA,8081.79,14.88,54.62,-0.025,1611246,Yes
3552,NYT,New York Times Co,Communication Services,Publishing,USA,10100.94,31.97,61.95,0.1554,6976503,Yes
3555,O,Realty Income Corp,Real Estate,REIT - Retail,USA,51394.28,51.64,56.91,-0.0051,4195512,Yes
3559,OBDC,Blue Owl Capital Corp,Financial,Asset Management,USA,7210.89,9.12,14.11,-0.0056,2461877,Yes
3564,OC,Owens Corning,Industrials,Building Products & Equipment,USA,12564.81,53.04,147.73,0.0489,1332629,Yes
3570,ODD,ODDITY Tech Ltd,Technology,Software - Infrastructure,Israel,3236.37,32.35,57.97,0.0043,2033795,Yes
3572,ODFL,"Old Dominion Freight Line, Inc",Industrials,Trucking,USA,31684.01,29.26,149.93,0.0189,2849389,Yes
3581,OGE,Oge Energy Corp,Utilities,Utilities - Regulated Electric,USA,9185.64,18.73,45.61,0.0042,1027943,Yes
3584,OGN,Organon & Co,Healthcare,Drug Manufacturers - General,USA,2266.82,3.24,8.72,0.0381,7301912,Yes
3585,OGS,ONE Gas Inc,Utilities,Utilities - Regulated Gas,USA,4424.68,17.62,73.83,0.0164,639620,Yes
3586,OHI,"Omega Healthcare Investors, Inc",Real Estate,REIT - Healthcare Facilities,USA,11903.25,25.17,40.35,0.0087,2453865,Yes
3589,OII,"Oceaneering International, Inc",Energy,Oil & Gas Equipment & Services,USA,2193.55,11.04,21.89,-0.0095,814866,Yes
3592,OKE,Oneok Inc,Energy,Oil & Gas Midstream,USA,46991.11,14.67,75.23,-0.0062,4758457,Yes
3593,OKLO,Oklo Inc,Utilities,Utilities - Regulated Electric,USA,12148.99,,83.1,-0.0118,13409124,Yes
3594,OKTA,Okta Inc,Technology,Software - Infrastructure,USA,17113.43,151.76,97.75,0.0184,1680415,Yes
3595,OLED,Universal Display Corp,Technology,Electronic Components,USA,6606.78,27.13,138.99,-0.0081,424904,Yes
3596,OLLI,Ollies Bargain Outlet Holdings Inc,Consumer Defensive,Discount Stores,USA,8636.83,43.3,140.8,0.0172,655193,Yes
3598,OLN,Olin Corp,Basic Materials,Chemicals,USA,2110.55,,18.41,-0.0316,2971016,Yes
3603,OMAB,Grupo Aeroportuario del Centro Norte S.A.B de C.V. ADR,Industrials,Airports & Air Services,Mexico,4564.95,19.91,108.56,0.0211,86006,Yes
3604,OMC,"Omnicom Group, Inc",Communication Services,Advertising Agencies,USA,14132.09,10.47,72.95,0.0047,3299204,Yes
3608,OMF,OneMain Holdings Inc,Financial,Credit Services,USA,6706.66,10.2,56.42,0.0037,782501,Yes
3611,ON,ON Semiconductor Corp,Technology,Semiconductors,USA,19213.6,43.83,46.98,-0.0055,10632956,Yes
3612,ONB,Old National Bancorp,Financial,Banks - Regional,USA,8119.23,12.3,20.72,-0.0081,2437841,Yes
3613,ONC,BeOne Medicines Ltd ADR,Healthcare,Biotechnology,Switzerland,32717.79,,298.52,-0.0284,529508,Yes
3624,ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,Switzerland,15158.95,65.86,46.81,-0.0072,6258099,Yes
3626,ONTO,Onto Innovation Inc,Technology,Semiconductor Equipment & Materials,USA,4404.28,20.39,90,-0.0501,2395202,Yes
3632,OPCH,Option Care Health Inc,Healthcare,Medical Care Facilities,USA,4529.65,22.24,27.91,-0.0068,1637798,Yes
3644,OR,OR Royalties Inc,Basic Materials,Gold,Canada,5564.11,71.28,29.68,0.0064,1426929,Yes
3645,ORA,Ormat Technologies Inc,Utilities,Utilities - Renewable,USA,5168.46,41.27,85.2,-0.0004,792304,Yes
3647,ORCL,Oracle Corp,Technology,Software - Infrastructure,USA,720269.03,59.07,256.43,0.003,9930222,Yes
3650,ORI,Old Republic International Corp,Financial,Insurance - Property & Casualty,USA,9272.89,10.57,37.32,0.02,1476568,Yes
3653,ORLA,Orla Mining Ltd,Basic Materials,Gold,Canada,3400.76,17433.33,10.46,0.0619,1766618,Yes
3654,ORLY,"O'Reilly Automotive, Inc",Consumer Cyclical,Auto Parts,USA,89279.68,37.34,104.44,0.0216,6061792,Yes
3658,OS,OneStream Inc,Technology,Software - Infrastructure,USA,5604.04,,23.39,-0.0168,1293193,Yes
3660,OSCR,Oscar Health Inc,Healthcare,Healthcare Plans,USA,3652.07,,14.34,0.0376,28556088,Yes
3661,OSIS,"OSI Systems, Inc",Technology,Electronic Components,USA,3711.12,26.89,221.05,0.0064,99429,Yes
3662,OSK,Oshkosh Corp,Industrials,Farm & Heavy Construction Machinery,USA,8764.84,13.74,136.95,-0.0185,625445,Yes
3666,OSW,OneSpaWorld Holdings Limited,Consumer Cyclical,Leisure,Bahamas,2310.69,33.17,22.5,0.0027,538877,Yes
3667,OTEX,Open Text Corp,Technology,Software - Application,Canada,7502.1,11.83,28.95,0.0105,1380531,Yes
3668,OTIS,Otis Worldwide Corp,Industrials,Specialty Industrial Machinery,USA,34133.57,22.99,86.97,0.008,3897136,Yes
3671,OTTR,Otter Tail Corporation,Industrials,Conglomerates,USA,3292.85,11.55,78.58,-0.0292,248663,Yes
3676,OUT,Outfront Media Inc,Real Estate,REIT - Specialty,USA,2952.19,29.31,17.67,-0.0339,2604193,Yes
3680,OVV,Ovintiv Inc,Energy,Oil & Gas E&P,USA,10163.26,17.5,39.54,-0.0145,3138368,Yes
3681,OWL,Blue Owl Capital Inc,Financial,Asset Management,USA,30277.31,351.44,19.54,0.0098,3926288,Yes
3684,OXY,Occidental Petroleum Corp,Energy,Oil & Gas E&P,USA,41865.01,17.22,42.54,-0.0125,14901382,Yes
3686,OZK,Bank OZK,Financial,Banks - Regional,USA,5439.06,7.78,47.95,-0.0152,814481,Yes
3687,PAA,Plains All American Pipeline LP,Energy,Oil & Gas Midstream,USA,12560.92,19.22,17.86,0.0056,2312630,Yes
3688,PAAS,Pan American Silver Corp,Basic Materials,Gold,Canada,10630.28,34.22,29.35,0.0072,5780213,Yes
3692,PAG,Penske Automotive Group Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,11765.14,12.41,178.14,0.0069,200418,Yes
3693,PAGP,Plains GP Holdings LP,Energy,Oil & Gas Midstream,USA,14662.64,26.28,19.29,0.0052,2480497,Yes
3694,PAGS,PagSeguro Digital Ltd,Technology,Software - Infrastructure,Brazil,2735.75,6.81,8.3,0.0311,4597094,Yes
3699,PAM,Pampa Energia SA ADR,Utilities,Utilities - Independent Power Producers,Argentina,4495.88,8.73,82.66,0.0663,654666,Yes
3702,PANW,Palo Alto Networks Inc,Technology,Software - Infrastructure,USA,115399.41,98.94,172.89,0.0225,9890871,Yes
3703,PAR,Par Technology Corp,Technology,Software - Application,USA,2363.03,,58.35,-0.0259,488406,Yes
3704,PARA,Paramount Global,Communication Services,Entertainment,USA,7677.49,,11.04,-0.0604,75616666,Yes
3706,PATH,UiPath Inc,Technology,Software - Infrastructure,USA,6003.14,,11.22,0,7802055,Yes
3707,PATK,"Patrick Industries, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,3426.3,27.73,102.5,-0.0023,263224,Yes
3711,PAX,Patria Investments Ltd,Financial,Asset Management,Cayman Islands,2175.11,29.69,13.76,-0.0058,381092,Yes
3712,PAY,Paymentus Holdings Inc,Technology,Software - Infrastructure,USA,3932.86,78.24,34.15,0.0396,1383476,Yes
3713,PAYC,Paycom Software Inc,Technology,Software - Application,USA,12908.84,31.87,223.26,0,1636319,Yes
3714,PAYO,Payoneer Global Inc,Technology,Software - Infrastructure,USA,2683.6,28.3,7.42,0.1415,11248371,Yes
3716,PAYX,Paychex Inc,Technology,Software - Application,USA,50102.72,30.37,139.08,-0.0007,2018116,Yes
3717,PB,Prosperity Bancshares Inc,Financial,Banks - Regional,USA,6294,12.04,66.06,-0.0038,653494,Yes
3718,PBA,Pembina Pipeline Corporation,Energy,Oil & Gas Midstream,Canada,21394.92,16.76,36.83,-0.0131,1848946,Yes
3721,PBF,PBF Energy Inc,Energy,Oil & Gas Refining & Marketing,USA,2629.83,,22.73,-0.0389,3077763,Yes
3722,PBH,Prestige Consumer Healthcare Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,3700.38,17.54,75.16,0.0151,451267,Yes
3727,PBR,Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated,Brazil,48410.21,9.9,13.01,0.0077,56992945,Yes
3728,PBR-A,Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated,Brazil,31375.39,9.02,11.86,0.0085,12097549,Yes
3732,PCAR,Paccar Inc,Industrials,Farm & Heavy Construction Machinery,USA,51129.32,16.69,97.37,-0.0085,1711140,Yes
3735,PCG,PG&E Corp,Utilities,Utilities - Regulated Electric,USA,33253.32,13.99,15.13,-0.0026,26739347,Yes
3736,PCH,PotlatchDeltic Corp,Real Estate,REIT - Specialty,USA,3305.53,81.08,42.77,-0.0067,479074,Yes
3737,PCOR,Procore Technologies Inc,Technology,Software - Application,USA,9562.78,,63.67,-0.0067,2369310,Yes
3739,PCT,PureCycle Technologies Inc,Industrials,Pollution & Treatment Controls,USA,2337.24,,13,-0.0181,2018689,Yes
3740,PCTY,Paylocity Holding Corp,Technology,Software - Application,USA,10318.09,46.51,186.82,0.0281,985200,Yes
3741,PCVX,Vaxcyte Inc,Healthcare,Biotechnology,USA,4257.14,,33,-0.0216,927188,Yes
3747,PDD,PDD Holdings Inc ADR,Consumer Cyclical,Internet Retail,China,158236.46,12.27,113.94,0.0117,4374065,Yes
3758,PECO,Phillips Edison & Company Inc,Real Estate,REIT - Retail,USA,4668.23,64.02,33.73,-0.0085,1065513,Yes
3759,PEG,Public Service Enterprise Group Inc,Utilities,Utilities - Regulated Electric,USA,42848.95,21.68,85.87,-0.0261,4032363,Yes
3760,PEGA,Pegasystems Inc,Technology,Software - Application,USA,9862.8,49.87,57.65,0.0096,1041099,Yes
3762,PEN,Penumbra Inc,Healthcare,Medical Devices,USA,9359.4,63.63,239.99,-0.0005,340012,Yes
3764,PENN,PENN Entertainment Inc,Consumer Cyclical,Resorts & Casinos,USA,2563.58,,17.02,-0.0213,5206504,Yes
3766,PEP,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,192766.08,25.67,140.8,0.0097,6747448,Yes
3776,PFE,Pfizer Inc,Healthcare,Drug Manufacturers - General,USA,136050.8,12.72,23.93,-0.0331,65689179,Yes
3781,PFG,Principal Financial Group Inc,Financial,Asset Management,USA,17110.84,15.47,76.81,0.0091,1438489,Yes
3782,PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,USA,15340.62,40.91,98.28,0.0009,2726882,Yes
3787,PFS,Provident Financial Services Inc,Financial,Banks - Regional,USA,2359.72,10.2,18.06,-0.0099,544664,Yes
3788,PFSI,PennyMac Financial Services Inc,Financial,Mortgage Finance,USA,5109.98,13.7,98.82,-0.0042,212528,Yes
3790,PG,Procter & Gamble Co,Consumer Defensive,Household & Personal Products,USA,358054.92,23.49,152.86,0.0156,7376213,Yes
3795,PGNY,Progyny Inc,Healthcare,Healthcare Plans,USA,2013.51,41.46,23.49,0.0116,966516,Yes
3796,PGR,Progressive Corp,Financial,Insurance - Property & Casualty,USA,145098.33,13.94,247.52,0.0189,2620849,Yes
3799,PGY,Pagaya Technologies Ltd,Technology,Software - Infrastructure,USA,2374.19,,31.36,-0.0419,3104633,Yes
3800,PH,Parker-Hannifin Corp,Industrials,Specialty Industrial Machinery,USA,89077.88,26.83,697.13,-0.0248,1928187,Yes
3803,PHG,Koninklijke Philips N.V. ADR,Healthcare,Medical Devices,Netherlands,24904.93,,26.2,-0.0064,803225,Yes
3806,PHM,PulteGroup Inc,Consumer Cyclical,Residential Construction,USA,23721.09,8.99,120.23,-0.0065,1655526,Yes
3810,PI,Impinj Inc,Technology,Semiconductors,USA,4653.48,22218.06,159.97,-0.0183,560116,Yes
3814,PII,Polaris Inc,Consumer Cyclical,Recreational Vehicles,USA,2961.92,,52.68,-0.0045,1051093,Yes
3820,PINS,Pinterest Inc,Communication Services,Internet Content & Information,USA,26456.08,14.2,39.1,0.0057,10867285,Yes
3822,PIPR,Piper Sandler Co's,Financial,Capital Markets,USA,5732.23,27.24,322.82,-0.0026,152490,Yes
3826,PJT,PJT Partners Inc,Financial,Capital Markets,USA,6298.33,31.07,180.96,-0.0042,152567,Yes
3827,PK,Park Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,2071.11,39.11,10.36,-0.0096,5714788,Yes
3831,PKG,Packaging Corp Of America,Consumer Cyclical,Packaging & Containers,USA,17295.96,19.18,192.22,-0.0067,624543,Yes
3835,PKX,POSCO Holdings Inc ADR,Basic Materials,Steel,South Korea,16288.55,28.07,53.85,0.0002,53389,Yes
3841,PLD,Prologis Inc,Real Estate,REIT - Industrial,USA,100499.33,28.81,105.73,-0.0122,3706201,Yes
3844,PLMR,Palomar Holdings Inc,Financial,Insurance - Property & Casualty,USA,3119.2,20.51,116.64,0.039,2020275,Yes
3845,PLNT,Planet Fitness Inc,Consumer Cyclical,Leisure,USA,8934.58,47.39,106.12,-0.0288,5427223,Yes
3850,PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,USA,423892,596.68,179.54,0.0362,82924849,Yes
3856,PLXS,Plexus Corp,Technology,Electronic Components,USA,3453.22,21.77,127.96,-0.0197,140213,Yes
3858,PM,Philip Morris International Inc,Consumer Defensive,Tobacco,USA,259934.87,31.69,166.99,0.0174,5915505,Yes
3862,PNC,PNC Financial Services Group Inc,Financial,Banks - Regional,USA,74256.32,12.88,188.56,-0.0023,1335774,Yes
3863,PNFP,Pinnacle Financial Partners Inc,Financial,Banks - Regional,USA,6955.46,11.89,89.67,0.0013,1851889,Yes
3866,PNR,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,16811.15,28.01,102.55,-0.0161,1531064,Yes
3868,PNW,Pinnacle West Capital Corp,Utilities,Utilities - Regulated Electric,USA,11051.57,18.39,92.56,0.0024,1750270,Yes
3869,PODD,Insulet Corporation,Healthcare,Medical Devices,USA,19514.96,49.9,277.3,-0.0132,1016719,Yes
3871,PONY,Pony AI Inc. ADR,Technology,Information Technology Services,China,3876.48,,14.4,0.0405,5668014,Yes
3872,POOL,Pool Corporation,Industrials,Industrial Distribution,USA,11552.16,28.57,309.56,-0.0078,236639,Yes
3873,POR,Portland General Electric Co,Utilities,Utilities - Regulated Electric,USA,4611.48,15.45,42.09,-0.0071,1211656,Yes
3874,POST,Post Holdings Inc,Consumer Defensive,Packaged Foods,USA,5707.82,18.48,102.44,-0.0068,647752,Yes
3876,POWI,Power Integrations Inc,Technology,Semiconductors,USA,2673.23,73.1,47.49,-0.0166,590216,Yes
3877,POWL,"Powell Industries, Inc",Industrials,Electrical Equipment & Parts,USA,2749.63,15.82,227.84,-0.0356,787178,Yes
3880,PPBI,"Pacific Premier Bancorp, Inc",Financial,Banks - Regional,USA,2086.28,15.08,21.51,-0.0097,1013762,Yes
3882,PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,11715.84,9.49,49.32,0.0074,914434,Yes
3883,PPG,"PPG Industries, Inc",Basic Materials,Specialty Chemicals,USA,23851.97,18.74,105.68,-0.0032,2502201,Yes
3887,PPL,PPL Corp,Utilities,Utilities - Regulated Electric,USA,26733.48,27.18,36.15,0.0103,5145793,Yes
3891,PR,Permian Resources Corp,Energy,Oil & Gas E&P,USA,10862.23,8.38,13.58,-0.0095,14027149,Yes
3896,PRCT,Procept BioRobotics Corp,Healthcare,Medical Devices,USA,2527.97,,45.69,-0.0505,1545836,Yes
3897,PRDO,Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,USA,2031.74,13.57,31.28,0.0672,1239354,Yes
3901,PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,3245.84,,23.61,-0.1131,8456502,Yes
3903,PRI,Primerica Inc,Financial,Insurance - Life,USA,8778.63,18.03,267.16,0.0118,176023,Yes
3904,PRIM,Primoris Services Corp,Industrials,Engineering & Construction,USA,5965.6,25.09,110.47,0.0173,1718143,Yes
3905,PRK,Park National Corp,Financial,Banks - Regional,USA,2583.47,15.63,160.75,0.0005,54329,Yes
3906,PRKS,United Parks & Resorts Inc,Consumer Cyclical,Leisure,USA,2537.62,12.31,46.16,-0.0276,1552945,Yes
3909,PRM,Perimeter Solutions Inc,Basic Materials,Specialty Chemicals,USA,2337.07,20.19,15.82,-0.0088,1272109,Yes
3910,PRMB,Primo Brands Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,9941.33,,26.41,-0.0086,12637865,Yes
3925,PRU,Prudential Financial Inc,Financial,Insurance - Life,USA,36636.16,23.03,104.08,0.0087,1656492,Yes
3926,PRVA,Privia Health Group Inc,Healthcare,Health Information Services,USA,2411.56,160.03,19.78,0.017,1905374,Yes
3927,PSA,Public Storage,Real Estate,REIT - Industrial,USA,49375.94,30.71,281.42,-0.0014,639402,Yes
3941,PSIX,Power Solutions International Inc,Industrials,Specialty Industrial Machinery,USA,2093.29,25.78,90.98,-0.0178,418914,Yes
3944,PSMT,Pricesmart Inc,Consumer Defensive,Discount Stores,USA,3405.99,23.34,110.75,0.0157,134664,Yes
3945,PSN,Parsons Corp,Technology,Information Technology Services,USA,8113.94,20.54,75.92,-0.014,1479147,Yes
3947,PSNY,Polestar Automotive Holding UK PLC ADR,Consumer Cyclical,Auto Manufacturers,Sweden,2184.09,,1.06,0,2000950,Yes
3948,PSO,Pearson plc ADR,Communication Services,Publishing,United Kingdom,9822.24,17.19,14.46,-0.0334,1036247,Yes
3954,PSTG,Pure Storage Inc,Technology,Computer Hardware,USA,18769.94,154.55,57.43,0.0261,1808835,Yes
3957,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,48430.25,28.84,119.84,-0.0183,2080758,Yes
3959,PTC,PTC Inc,Technology,Software - Application,USA,25840.48,50.85,215.71,0.0043,710566,Yes
3960,PTCT,PTC Therapeutics Inc,Healthcare,Biotechnology,USA,4070.64,7.89,51.36,0.0049,633780,Yes
3962,PTEN,Patterson-UTI Energy Inc,Energy,Oil & Gas Drilling,USA,2095.31,,5.44,-0.0268,7170271,Yes
3964,PTGX,Protagonist Therapeutics Inc,Healthcare,Biotechnology,USA,3338.66,70.81,53.87,-0.0006,449174,Yes
3972,PTON,Peloton Interactive Inc,Consumer Cyclical,Leisure,USA,2817.82,,7.07,-0.0056,14012017,Yes
3975,PUK,Prudential plc ADR,Financial,Insurance - Life,United Kingdom,33261.51,15.6,25.96,0.016,797430,Yes
3979,PVH,PVH Corp,Consumer Cyclical,Apparel Manufacturing,USA,3591.54,10.53,74.71,0.0042,727894,Yes
3984,PWR,"Quanta Services, Inc",Industrials,Engineering & Construction,USA,57090.3,60.1,387.5,-0.0042,930416,Yes
3994,PYPL,PayPal Holdings Inc,Financial,Credit Services,USA,66322.37,14.86,69.42,0.0234,11913029,Yes
4002,QBTS,D-Wave Quantum Inc,Technology,Computer Hardware,USA,5493.3,,17.58,-0.0393,38888470,Yes
4006,QCOM,"Qualcomm, Inc",Technology,Semiconductors,USA,157361.36,14.07,145.84,-0.0059,8475658,Yes
4018,QFIN,Qfin Holdings Inc. ADR,Financial,Credit Services,China,4311.78,5.13,33.36,0.0094,1314729,Yes
4019,QGEN,Qiagen NV,Healthcare,Diagnostics & Research,Netherlands,10284.24,113.78,47.49,-0.0492,2938558,Yes
4025,QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,4734.39,25.96,130.33,-0.0021,879055,Yes
